id;nomClient;adresseClient;idEtat;id2;tempsInsc;somme1;somme2
2928;Gourmet the Frog;505 N. Frances St.;7;16;25/01/1992 00:40;87712;35285.2789
2929;Transformation Enterprises;632 Roger Williams;26;38;01/03/1975 17:35;11932;40508.5850
2930;BBQ Smith's Tex Mex;746 Judson Place;35;7;14/08/1977 18:22;1251.;64666.5933
2931;Shaggy's Grooming Services;225 Jeffrys Place;40;15;28/08/2006 22:20;64025;95514.3404
2932;P K M Packaging Supply;2112 Ravine Drive;34;19;24/06/2001 03:13;99750;42731.2056
2933;Crossroads Construction, Inc.;1185 County line Rd.;21;27;20/08/2004 03:02;50608;79995.5022
2934;Parkway Auto Body;201-C Frontage Rd.;27;25;28/11/1971 07:07;95600;24375.4900
2935;Marcy Elaine Bakery;3181 Barkwood Ct.;7;46;18/09/2001 05:53;78530;73065.6120
2936;First National Bank of Ottowa;355 Golf Rd.;1;46;13/09/1980 03:27;84741;29780.1739
2937;Mergenthaler Inc.;673 Calais Drive;26;7;09/11/1975 01:08;49916;1920.0480
2938;Funnyface Amusement Games;245 Oakridge Ave.;40;26;08/11/1993 23:07;86852;85004.5449
2939;Nyman Interior Design;2148 Eastview Dr.;42;35;11/01/1972 17:47;83256;41444.9670
2940;Chands CPA;1750 Lily Court;4;40;09/07/1980 22:48;76295;45600.1765
2941;Tub's Furniture Store;1770 first St.;26;34;06/12/2001 04:27;61320;33340.1210
2942;Air Indonesia;1486 Oakwood;1;21;14/10/2000 01:13;56302;6392.4573
2943;Perimeter Security Consultants;2032 Northbrook Ct.;16;27;21/11/1971 08:27;43406;57328.8440
2944;Cutter Lawn Mower Repair;3160 Summit Ave.;27;7;05/10/1978 19:27;2600.;12676.5371
2945;Childress Child Day Care;3062 Lindenwood Ln.;17;1;28/04/2000 01:40;14188;65235.2771
2946;Lake Shore Publishing;242 Ashland Ave.;48;26;16/11/1985 03:33;76312;64224.1950
2947;Portugal, Liddy, & Son Ltd.;1882 St. Johns;5;40;26/01/2006 18:27;46353;10160.8890
2948;Schmidt Denists;135 Lakewood place;27;42;06/11/1994 22:13;44734;15754.4511
2949;janice Mann Accounting Service;1535 Knollwood Drive;29;4;16/11/1989 06:13;13032;12319.8316
2950;Camp Oconomowoc;1486 Old Deerfield Rd.;8;26;28/04/1982 08:35;22772;51305.7776
2951;K L Consulting;1714 Clifton Rd.;5;1;14/01/1987 22:00;54764;57568.3805
2952;Truck-X Muffler Repair;3100 Trailer Way;46;16;02/12/2006 13:48;68560;34990.6526
2953;Chands CPA;616 Cobblestone Cir.;3;27;10/01/1970 13:48;24863;19400.6528
2954;Michael Montgomery Hair Saloon;12 Broadview Lane;5;17;25/07/1999 11:53;69044;33555.6810
2955;Green Bay Travel Services;2267 Anderson Lane;27;48;19/06/1992 14:20;57058;26477.9300
2956;Loyal Order of Buffalo;2505 Allison ct.;5;5;22/09/1993 20:48;67840;61306.8592
2957;Highland Woods City Hall;1155 Ridgewood Drive;41;27;20/03/1996 22:13;23714;27856.2915
2958;DBN Bank;629 Kincaid Ave.;45;29;21/07/2003 16:07;35162;51876.0960
2959;MedicServe Medical Supply;14836 W. River Oaks Dr.;35;8;27/05/2006 23:02;70138;11737.6338
2960;janice Mann Accounting Service;244 Briar Ln;11;5;10/03/1989 10:02;60220;37169.5616
2961;Marks, Marks, and Kaplan Ltd.;120 high St.;50;46;16/09/2001 05:00;51712;65982.7790
2962;Glassman & Stone;917 Fairview Ave.  Apt. 982;7;3;25/12/1992 05:07;98400;92480.2801
2963;Cutter Lawn Mower Repair;21 Lakeview Terrace #2312;34;5;30/11/1972 19:33;77810;27164.6354
2964;Griffith Paving and Sealcoatin;1575 Oak Ave.  Apt. 2C;44;27;24/03/1974 03:22;17518;14504.0860
2965;John G. Hartling Ltd.;1957 Huntington Ave.;45;5;17/06/2006 02:48;53400;12612.7898
2966;Hilco Auto Body;511 Hill;41;41;11/03/1977 11:22;16262;89986.3290
2967;Tub's Furniture Store;1715 Chicago Ave.;7;45;08/07/1998 13:13;87560;78374.0282
2968;Ernie's Foriegn Car Service;1486 Old Deerfield Rd.;22;35;03/10/1997 18:33;9655.;52286.2508
2969;Flinn Mosquito and Pest Contro;3478 Bryn Mawr St.;38;11;06/02/2006 03:08;92952;48767.2929
2970;Chicagoland Cleaners;2936 Arlington Ave.;46;50;31/12/1977 14:42;61998;62172.0520
2971;Hilco Auto Body;3148 cottonwood Ct.;21;7;19/05/1971 19:55;73117;94880.3885
2972;Ampro Office Team Ltd.;1234 Devonshire Court;27;34;05/02/2001 23:35;29814;20176.3360
2973;Hilco Auto Body;3181 Barkwood Ct.;42;44;09/06/1977 00:20;80356;54696.4656
2974;Highland Heights Gift Shop;12 Fort Sheriden Ave.;41;45;04/09/1971 11:15;32002;8650.1444
2975;Mail Boxes Et. Al.;35 Glenlake Dr.;43;41;30/09/1970 00:47;37415;28707.8829
2976;Yale Remins Temp Agency;1859 Green Bay Rd.;34;7;06/11/2007 16:42;12880;58609.5884
2977;Myers Chocolates and Confectio;21 Lakeview Terrace #2312;24;22;15/09/1972 00:07;35742;3980.5986
2978;Hardee Woodwork Ltd.;788 Tennyson Ave.;43;38;19/03/1975 22:27;27976;63520.6560
2979;Sigman and Freud Psychiatry;2505 Allison ct.;1;46;17/12/1994 21:33;55884;45858.2576
2980;George Lee Antiques;115 Judson Rd.;45;21;10/10/1993 14:33;79919;88008.6217
2981;K L Consulting;3478 Bryn Mawr St.;8;27;13/12/1974 00:42;75714;74529.3700
2982;Camp Oconomowoc;1954 First St.;33;42;30/06/2001 15:53;17600;83920.7819
2983;Truck-X Muffler Repair;2632 Prarie Ln.;25;41;11/07/2006 03:40;84800;42208.9244
2984;Dean Grant Buick and Crysler;4522 N. Greenview Apt. 1B;42;43;21/04/2006 03:13;69048;65069.6400
2985;Froggy's Gourmet Catering;1575 Oak Ave.  Apt. 2C;45;34;08/09/1970 01:00;420.8;7543.0743
2986;Bill's Dive Shop;3385 University Ave.;25;24;12/10/2006 21:40;61914;51779.0512
2987;Deer Lake Inn;969 Saxony Drive;10;43;05/08/1977 12:08;31692;48924.2788
2988;Air France;10 Marquette Rd.;43;1;18/09/2001 05:53;9210.;21912.0972
2989;Pasifico Inc.;430 Oakland Drive;43;45;22/02/1992 12:00;24530;95840.2070
2990;Maintence Services of Maine;220 Vine Ave.;18;8;18/01/1980 07:08;77444;59768.4598
2991;Mail Boxes Et. Al.;2024 St.Johns Ave.;14;33;27/08/2001 06:07;89512;36420.5965
2992;Dapper's Antiques;1547 Vine;15;25;14/03/1978 05:07;94720;70784.1909
2993;Air Indonesia;3148 cottonwood Ct.;10;42;02/01/2005 21:07;54333;18371.9528
2994;Pac Builders;135 Lakewood place;15;45;26/09/1994 07:13;18075;60870.2590
2995;Marks, Marks, and Kaplan Ltd.;1831 Beverly Place #9D;48;25;13/04/1990 10:47;15200;37981.4594
2996;Dean Grant Buick and Crysler;367Bluebird Terr.;37;10;24/06/1993 14:08;43828;76868.0039
2997;Dependable Plumbing and Sewer;1831 Beverly Place #9D;3;43;28/08/2001 13:00;15859;23925.4600
2998;DBN Bank;225 Jeffrys Place;48;43;29/10/2002 14:00;8755.;19630.5120
2999;AAA Daniels Antiques;2479 Woodridge Drive;33;18;15/05/2001 02:07;30866;6844.2192
3000;Crosstracks Car Wash;1839 McCraren Rd.;50;14;11/07/1983 00:22;2295.;91452.3304
3001;Moveit Motercycle Service;4259 W. Lake Ave.;34;15;02/12/1970 23:08;11484;72089.5110
3002;Dean Barnett Furniture Repair;1486 Old Deerfield Rd.;18;10;18/09/1994 04:47;78334;51290.2418
3003;Bernhardt Ltd.;1550 Ridge Rd.;49;15;17/02/2002 09:47;4165.;58120.6521
3004;North Shore Appliance Service;115 Judson Rd.;45;48;24/07/1977 14:47;2394.;28822.4508
3005;Lake Shore Publishing;937 Judson Ave.;48;37;29/08/2001 20:20;58640;73808.4158
3006;Foy Aviation;218 Oakridge Ave.;24;3;11/03/1977 11:22;5805.;25094.8620
3007;Vecot Inc.;218 Oakridge Ave.;34;48;16/07/1990 21:27;20967;5832.2892
3008;Smith & Wesson Militia;425 Lake Ave.;44;33;13/04/2000 07:08;20014;45285.9571
3009;Highland Woods City Hall;465 Stratford Rd.;45;50;20/08/1978 12:20;99916;66814.3597
3010;Car Suite Cleaners;12 Craven Way;5;34;06/08/1985 08:07;59154;67624.3148
3011;Hardee Woodwork Ltd.;1957 Huntington Ave.;10;18;03/07/1994 19:27;70644;70996.7298
3012;Tub's Furniture Store;673 Calais Drive;6;49;21/10/1996 13:13;74838;59100.1716
3013;Pivot Point College;2870 Skokie Rd.;8;45;01/11/2001 12:02;97662;7300.2881
3014;Dapper's Antiques;929 Brittany Ave.;16;48;27/06/1992 07:42;92520;37080.9148
3015;Eva Galler Galleries Inc.;1777 balsamic Ave.;44;24;22/02/1975 00:13;86693;98520.5421
3016;Lidhal design Corp.;225 Jeffrys Place;34;34;10/06/1989 06:33;34108;83530.2065
3017;Bako Delicatessen;854 Woodbine;47;44;10/10/2001 05:40;38698;42400.9433
3018;Park District Of America;42 Valley Rd.;17;45;10/01/1986 00:13;36860;6000.7296
3019;American Apartments;1535 Knollwood Drive;50;5;01/05/2006 19:42;7667.;57220.4448
3020;Caranisco Homes;218 Oakridge Ave.;40;10;17/03/1977 15:20;6448.;39530.5882
3021;Pete's Auto Repair;3487 Green Bay Rd.;49;6;18/06/1996 20:48;74590;84136.2512
3022;Eva Galler Galleries Inc.;1444 Chantilly Ln.;21;8;25/08/2005 16:07;80150;13084.8392
3023;Chicagoland Cleaners;1547 Vine;36;16;31/12/1987 14:40;3866.;83274.9616
3024;Darcy Frame and Matting Servic;2870 Skokie Rd.;45;44;26/06/1983 19:27;18348;52074.9216
3025;MedicServe Medical Supply;788 Tennyson Ave.;4;34;30/10/2003 07:47;24970;86760.0648
3026;Parties Galore Golf Course;669 Kikaid;37;47;27/06/1985 23:40;5618.;39732.8027
3027;Johnson, Erico & Co CPA's;241 Callan Rd.;18;17;23/11/1980 04:00;53285;27866.4720
3028;Nel Video Productions;1831 Beverly Place #9D;39;50;14/08/1993 12:22;62184;1064.5520
3029;Peterson Roberts Carpentry;77 Blackhawk Rd;20;40;20/06/1996 09:40;61480;72420.8091
3030;Ebert Music Center;1234 Devonshire Court;40;49;24/01/2000 19:33;93888;26470.3507
3031;Air Indonesia;355 Golf Rd.;37;21;24/01/1971 10:13;31515;55668.6112
3032;Funnyface Amusement Games;445 Park Ave.;31;36;14/07/2006 19:00;78360;56256.9024
3033;Doll House Rock;632 Florence Dr.;38;45;14/06/1972 09:53;64241;84144.3780
3034;Bill's Dive Shop;643 De Temple Rd.;24;4;22/03/2007 12:42;85936;75483.0051
3035;Facelift Kitchen and Bath;218 Oakridge Ave.;12;37;01/11/2001 21:07;3164.;58476.7496
3036;Loyal Order of Buffalo;5518 Madison St.;37;18;03/07/1980 09:13;29602;45710.5538
3037;Pete's Auto Repair;3150 Skokie Valley Rd.;12;39;28/07/1982 19:02;48772;34298.4632
3038;Libra & Sons;21 Lakeview Terrace #2312;42;20;30/04/1975 15:27;57738;15016.1294
3039;Bee Line Publishing;1619 Judson Ave. Apt #34B;35;40;20/06/2006 07:40;41926;32163.0165
3040;North Park Lighting Galleries;1233 Arbor Rd.;13;37;31/12/1986 15:35;25450;86653.4092
3041;Lutz Soft Cloth Car Wash;266 Green Bay Rd.;42;31;26/11/1974 19:48;81150;18692.5775
3042;Glenwood Credit Union;43078 Kennedy Dr.;41;38;04/06/1990 01:40;31135;65412.1083
3043;Glassman & Stone;807 Old Trail Rd.;41;24;27/11/1997 03:07;62400;46430.3789
3044;Foy Aviation;746 Judson Place;24;12;07/06/1974 09:55;27070;53820.8864
3045;Meonits & Mogogni Inc.;45 South Deer Creek Drive;25;37;19/07/2000 05:53;42168;93840.9548
3046;Kosmo Consulting;5518 Madison St.;44;12;05/02/1989 05:33;51620;79826.4567
3047;Pasifico Inc.;3059 Priscilla Court;37;42;04/12/1987 14:42;9470.;27132.9388
3048;Happ Aluminum Siding Co.;1 Twin Oaks Place;40;35;14/06/1996 14:47;47876;30000.7384
3049;Truck-X Muffler Repair;746 Judson Place;17;13;12/07/1971 01:42;49008;11040.5985
3050;Futoons Cartoons Emporium;1915 Lewis Ln.  Apt 13;15;42;10/01/2000 22:13;26530;26122.4853
3051;Mail Boxes Et. Al.;1233 Arbor Rd.;36;41;22/04/1975 12:00;62282;75490.9227
3052;Gourmet the Frog;899 Harvard Ct;6;41;29/03/2006 06:15;54966;68530.8665
3053;Dean Barnett Furniture Repair;1660 Park Ave.;8;24;19/01/1993 07:08;52620;47744.5904
3054;Vanity Town;1619 Judson Ave. Apt #34B;19;25;03/02/2002 01:33;80059;41512.4634
3055;Highland Lanes;1954 First St.;24;44;26/05/1983 13:27;32319;92430.5604
3056;Hilco Auto Body;505 N. Frances St.;4;37;16/09/2002 02:20;94535;37486.2238
3057;Hardee Woodwork Ltd.;1957 Huntington Ave.;27;40;09/07/1985 13:27;25569;44864.8660
3058;Froggy's Gourmet Catering;770 Exmoor Rd.;32;17;04/07/1993 16:33;47636;63096.5438
3059;Jay's Cabinet Company;1831 Beverly Place #9D;44;15;02/01/2007 19:48;22144;23700.4000
3060;Hibbard Road Suppliers;77 Blackhawk Rd;19;36;05/06/1971 21:00;81640;61792.1084
3061;Salt & Pepper Catering Service;245 Oakridge Ave.;15;6;22/08/2000 23:13;41125;30048.9110
3062;Hilco Auto Body;857 Woodbine Rd;8;8;19/10/1989 12:33;9905.;54868.6735
3063;Hibbard Road Suppliers;2024 St.Johns Ave.;44;19;16/12/2002 11:47;334.3;36392.4548
3064;Hilco Auto Body;406 Trinity Ct.;23;24;23/10/2002 03:13;36416;54640.1246
3065;Glenwood Credit Union;3344 Beachwood Ln.;44;4;22/12/2001 19:20;78951;26576.2306
3066;Corbins, Rodriguez, & Savocchi;600 Central Ave;38;27;26/06/1980 10:33;68544;15110.6984
3067;Lake Shore Publishing;785 Highland place;19;32;28/05/2004 03:40;25423;18160.3272
3068;Flinn Mosquito and Pest Contro;22 Clay rd.;4;44;10/05/1987 00:07;29702;886.2896
3069;Parties Galore Golf Course;857 Woodbine Rd;14;19;29/04/2000 03:13;9434.;21645.5850
3070;First National Bank of Ottowa;266 Green Bay Rd.;37;15;26/12/2000 03:07;20130;222.2853
3071;Air Indonesia;632 Roger Williams;24;8;12/03/2003 11:08;44294;42120.2772
3072;janice Mann Accounting Service;1619 Judson Ave. Apt #34B;22;44;30/03/2002 14:53;60417;52569.2760
3073;Myers Chocolates and Confectio;4467 Sheridan Rd.;29;23;31/12/2000 22:28;7164.;86263.9905
3074;Block Boats and Lures;77 Blackhawk Rd;10;44;13/09/2000 09:40;86591;24438.2094
3075;Salt & Pepper Catering Service;1859 Green Bay Rd.;41;38;30/08/2000 14:33;44857;8582.9251
3076;Sigman and Freud Psychiatry;3100 Trailer Way;4;19;01/08/2000 16:07;23204;20928.5838
3077;Nina's Snow Plowing;629 Kincaid Ave.;48;4;18/05/1974 10:07;58320;12134.9549
3078;Futoons Cartoons Emporium;629 Kincaid Ave.;17;14;17/12/2003 13:22;65334;22678.9272
3079;Highland Lanes;600 Central Ave;11;37;17/06/2005 05:27;60580;11612.6360
3080;Salt & Pepper Catering Service;1799 Rosemary Way;31;24;15/11/1992 04:00;19285;63786.9441
3081;Got It All Electronics Supply;1858 Balsam Way;42;22;04/04/2007 16:20;74976;5780.4400
3082;Portugal, Liddy, & Son Ltd.;3062 Lindenwood Ln.;2;29;18/10/2001 15:42;55288;70958.2752
3083;Morton Roofing and Siding;632 Florence Dr.;39;10;06/03/1983 19:35;17011;59799.4160
3084;Nina's Snow Plowing;2112 Ravine Drive;4;41;18/06/1983 05:53;96033;64990.3523
3085;Yale Remins Temp Agency;1714 Clifton Rd.;44;4;29/03/2000 03:20;12513;3264.0558
3086;Doll House Rock;4522 N. Greenview Apt. 1B;8;48;06/12/1972 03:20;98299;46400.6915
3087;Loyal Order of Buffalo;433 Burton Ave.;8;17;08/11/2002 14:55;94861;30745.4690
3088;Transformation Enterprises;465 Stratford Rd.;33;11;07/01/1992 23:35;50094;83397.2864
3089;Lee Stairworks and Carpentry,;35 Glenlake Dr.;20;31;20/08/2003 21:27;67100;35368.0944
3090;Nina's Snow Plowing;1077 Court Ave.;3;42;29/10/2000 06:42;25571;20107.0400
3091;DBN Bank;406 Trinity Ct.;46;2;28/01/1975 16:53;78434;37413.9154
3092;Marcy Elaine Bakery;1019 Deerfield Rd.;50;39;05/07/1985 09:27;74340;95545.7795
3093;Brand Y Creative Services;1679 McCraren;41;4;25/12/2004 22:00;84900;38484.5672
3094;janice Mann Accounting Service;445 Park Ave.;39;44;22/06/2002 01:42;67114;75400.4202
3095;Cotton Thumb Ltd.;1912 Old Briar Lane #2;24;8;04/09/1985 17:40;27520;87974.4670
3096;Schnitzer Denist College;201-C Frontage Rd.;37;8;03/08/2002 02:47;31574;52336.0990
3097;Mail Boxes Et. Al.;38976 Forest View Rd.;48;33;01/06/1970 04:47;28806;17993.3160
3098;Happ Aluminum Siding Co.;242 Ashland Ave.;43;20;11/05/1985 23:53;42120;7806.8748
3099;Pac Builders;139 Bay Colony Dr.;41;3;14/07/1990 13:53;19716;27764.7280
3100;Portugal, Liddy, & Son Ltd.;4522 N. Greenview Apt. 1B;3;46;18/07/2000 02:07;43069;58670.5968
3101;Myers Chocolates and Confectio;241 Callan Rd.;39;50;11/02/2001 10:53;58601;47060.4610
3102;Nirabi Auto Service;175 beech St.;16;41;18/05/1987 10:08;28256;775.7478
3103;Quad City Cleaning;1915 Lewis Ln.  Apt 13;14;39;06/07/1990 02:22;86848;34640.5136
3104;Facelift Kitchen and Bath;38976 Forest View Rd.;5;24;21/01/1996 04:53;73982;7932.8040
3105;Acturial Enterprises Ltd.;1535 Knollwood Drive;43;37;21/07/1992 07:27;94304;57048.8000
3106;Chands CPA;1954 First St.;34;48;13/06/2001 17:13;63591;88365.7381
3107;Lake Shore Beaches;201-C Frontage Rd.;40;43;23/04/2001 08:00;22664;37748.5178
3108;Kermit the Pet Shop;45 South Deer Creek Drive;35;41;13/12/2000 04:40;33845;68746.7518
3109;Masterlands Cleaning;770 Exmoor Rd.;11;3;10/12/1989 02:27;13290;43811.1482
3110;Acme Chemical Supply;857 Woodbine Rd;2;39;07/05/2005 06:07;57416;13450.8859
3111;AA Advertising;512 Hill;44;16;14/05/1980 14:47;42980;22216.6925
3112;Camp Oconomowoc;1065 Hillcrest Circle;22;14;08/04/1990 08:33;41612;84245.7900
3113;Block Boats and Lures;2644 Princeton Ln.;5;5;05/10/2003 00:47;11136;16835.7104
3114;Jay's Cabinet Company;115 Judson Rd.;29;43;31/07/1980 22:35;76644;36888.9065
3115;Venturi Discount Drugs;334 Lynn Terrace;42;34;04/04/1989 14:33;91005;66600.4480
3116;Elm Place Business Supplies;937 Judson Ave.;50;40;28/11/2005 08:42;74250;86102.1232
3117;Moveit Motercycle Service;406 Trinity Ct.;40;35;24/08/1977 09:40;29140;14047.2985
3118;Happ Aluminum Siding Co.;355 Golf Rd.;18;11;21/12/1982 06:27;62784;68736.6760
3119;AAA Daniels Antiques;1270 Linden Ave.;48;2;24/12/1971 22:00;79616;65000.1427
3120;Cotton Thumb Ltd.;1619 Judson Ave. Apt #34B;34;44;23/08/1996 12:33;99856;96054.3680
3121;Parkway Auto Body;2510 Crain;50;22;09/09/1971 02:22;63350;53424.4196
3122;Park District Of America;2678 Sheridan Rd.;41;5;21/03/2005 05:20;82456;80510.2524
3123;Funnyface Amusement Games;1714 Clifton Rd.;25;29;05/06/1990 16:33;42556;53160.1290
3124;North Shore Appliance Service;1920 Sunnyside Ave.;16;42;08/09/1972 12:33;34720;48494.6998
3125;Johnson, Erico & Co CPA's;4763 Blackhawk Rd.;5;50;12/08/1975 08:20;69140;42761.1338
3126;Facelift Kitchen and Bath;1633 McGovern place;23;40;19/02/1983 18:28;18430;59800.9088
3127;Morgan Construction Co;2510 Crain;39;18;05/05/2001 23:00;43829;56025.7756
3128;Salt & Pepper Catering Service;2505 Allison ct.;34;48;13/12/1985 13:08;39304;47443.8238
3129;Rythmics Ltd.;367Bluebird Terr.;26;34;11/08/2001 08:48;92745;78530.5760
3130;Futoons Cartoons Emporium;852 Sumac Rd.;41;50;23/06/1993 10:22;74240;44615.1989
3131;Elle Hypnosis and Therapy Cent;1907 S. Prospect Ave.;26;41;21/06/1992 12:48;66315;68912.6692
3132;Rythmics Ltd.;12 Craven Way;12;25;28/12/1989 14:53;81535;69506.2077
3133;Lake Shore Beaches;210 Cresant Rd.;29;16;07/12/1971 04:15;73898;35248.1858
3134;Resnick DDS;445 Park Ave.;45;5;24/03/1985 15:48;13830;53715.2495
3135;Toggle & Myerson Ltd;241 Callan Rd.;22;23;30/01/2006 09:22;80000;84690.3327
3136;Rythmics Ltd.;872 Virginia Rd.;13;39;15/08/1970 01:15;26184;47751.6572
3137;Facelift Kitchen and Bath;839 Burton Ave;41;34;13/06/2003 02:22;77656;80305.0115
3138;Griffith Paving and Sealcoatin;854 Woodbine;19;26;22/04/1996 20:07;65744;72226.2213
3139;Arthur M. Feildberg Galleries;2870 Skokie Rd.;37;41;20/12/1993 15:07;14199;34400.8160
3140;Glenwood Credit Union;1234 Devonshire Court;22;26;19/01/1978 12:13;89650;53500.3092
3141;Gilbert Co.;1185 County line Rd.;40;12;18/10/1977 23:00;33178;29217.9464
3142;Percy Photography;456 Groverland Ave.;46;29;25/06/2003 01:13;75610;56871.9380
3143;janice Mann Accounting Service;1126 Hillcrest Ave;40;45;18/04/2006 19:40;94128;4704.5807
3144;Parkway Auto Body;812 North Ave.;23;22;04/01/1990 04:28;40565;37781.6800
3145;Lake Shore Publishing;1575 Oak Ave.  Apt. 2C;19;13;29/12/2001 08:00;13713;27782.1152
3146;Lidhal design Corp.;899 Harvard Ct;30;41;19/02/2000 00:02;56394;58342.3890
3147;Air Barbados;21 Lakeview Terrace #2312;13;19;07/02/1996 02:27;13363;18696.6010
3148;Mail Boxes Et. Al.;21 Lakeview Terrace #2312;32;37;30/06/1999 00:47;55416;19675.1024
3149;Kosmo Consulting;969 Saxony Drive;19;22;15/05/2000 20:22;63500;52816.0440
3150;Brand Y Creative Services;35 Glenlake Dr.;3;40;18/03/2007 06:40;41425;84325.9866
3151;Lickmen Restoration;406 Trinity Ct.;27;46;28/12/1986 04:15;69120;64775.4400
3152;Transformation Enterprises;1875 Roger Williams Ave.;18;40;13/10/2007 10:22;68524;31792.8874
3153;Toggle & Myerson Ltd;614 green bay Rd.;48;23;07/12/1987 18:27;19411;61355.6630
3154;North West Gas Co.;4467 Sheridan Rd.;29;19;20/12/1977 21:07;37700;10092.6375
3155;Venturi Discount Drugs;785 Highland place;20;30;27/08/1990 04:22;32575;68456.4294
3156;Pete's Auto Repair;1547 Knolwood Rd.;16;13;19/01/1982 22:28;81354;83975.3808
3157;Nirabi Auto Service;1704 Ridgelee Rd;37;32;15/07/2002 14:20;26833;19098.9928
3158;Nel Video Productions;3150 Skokie Valley Rd.;31;19;04/10/1977 09:00;84021;66656.9470
3159;Smith Communications Inc.;1920 Sunnyside Ave.;47;3;04/07/1994 06:33;35027;52672.2576
3160;Air Barbados;3062 Lindenwood Ln.;26;27;04/06/2000 00:20;41808;83600.4082
3161;Maintence Services of Maine;1859 Green Bay Rd.;11;18;26/04/1977 11:53;66700;85602.4802
3162;Air India;313 Grove Ave.;35;48;13/09/1985 12:47;56570;19108.5000
3163;Acturial Enterprises Ltd.;643 De Temple Rd.;20;29;26/12/2000 03:07;60654;1264.4402
3164;Jay's Cabinet Company;201-C Frontage Rd.;21;20;31/07/1996 09:00;45441;68050.6240
3165;Metro Appliance Service;430 Oakland Drive;11;16;09/03/1972 03:33;27224;64468.7856
3166;Nina's Snow Plowing;512 Hill;9;37;14/03/2002 20:53;80443;7688.4276
3167;Schmidt Denists;600 Central Ave;11;31;28/03/1986 13:20;22990;82470.4280
3168;Venturi Discount Drugs;120 high St.;45;47;06/02/1994 09:35;44760;34750.6400
3169;Brand Y Creative Services;1701 W. Mellody Rd.;24;26;14/12/1996 01:35;82900;44300.3934
3170;Parkway Auto Body;1101 Deerfield Place;45;11;01/03/1978 11:33;23536;48925.3152
3171;Ebert Music Center;1450 Harding Ave.;48;35;03/08/1993 07:40;70880;34560.4643
3172;Brand Y Creative Services;839 Burton Ave;22;20;09/06/1985 22:20;86612;41590.9908
3173;Nyman Interior Design;1155 Ridgewood Drive;10;21;04/04/1983 10:27;9134.;97282.2680
3174;Chicagoland Cleaners;865 Old Tall Tree Lane;37;11;16/09/2006 22:20;53904;41152.3479
3175;Camp Oconomowoc;3478 Bryn Mawr St.;31;9;27/05/1974 16:20;81764;10142.8815
3176;Derbin Contracting Services;1777 balsamic Ave.;1;11;20/09/1983 11:00;23544;10058.8568
3177;Pac Builders;726 White Oaks Ave.;47;45;25/02/1978 04:02;28688;44704.7350
3178;Dean Grant Buick and Crysler;266 Green Bay Rd.;47;24;27/11/1985 08:15;58400;94757.6640
3179;Lake Shore Beaches;2870 Skokie Rd.;18;45;10/11/1978 15:33;17656;25714.1886
3180;Hi-Land Art & Frame;785 Highland place;4;48;14/08/1986 11:40;4798.;18241.9528
3181;Schnitzer Denist College;1907 S. Prospect Ave.;21;22;17/11/1983 14:28;87125;35502.5650
3182;Dean Grant Buick and Crysler;302-A Crestwood Village Rd.;24;10;16/05/2002 17:42;2258.;87076.8418
3183;Air India;456 Grossman Ln.;49;37;02/05/2002 20:22;12812;9956.7939
3184;Lambert & Locke Legal Services;302-A Crestwood Village Rd.;1;31;25/08/2001 06:08;77790;63225.4824
3185;Nirabi Auto Service;225 Jeffrys Place;27;1;21/11/1989 14:00;34630;98138.9807
3186;Mac Computer Warehouse;1633 McGovern place;41;47;15/03/2005 10:27;20030;92428.1952
3187;Lidhal design Corp.;1233 Arbor Rd.;50;47;17/03/2003 02:15;31534;88446.2784
3188;Futoons Cartoons Emporium;1975 elmwood Circle;1;18;10/11/1974 14:55;88156;82226.8128
3189;Mail Boxes Et. Al.;1575 Oak Ave.  Apt. 2C;10;4;13/08/1992 18:35;5371.;77095.6284
3190;Glassman & Stone;5518 Madison St.;44;21;05/06/1978 14:07;27968;5268.6300
3191;Energy Source Diet Centers;2936 Arlington Ave.;47;24;01/04/1970 06:40;32276;83304.7163
3192;Chicagoland Cleaners;1235 Easton Rd.;16;49;10/07/1997 03:00;83267;14600.0888
3193;Schmidt Denists;2032 Northbrook Ct.;7;1;29/08/1974 17:55;94245;61760.3163
3194;Corbins, Rodriguez, & Savocchi;430 Oakland Drive;36;27;14/02/2001 11:07;28351;51649.0630
3195;Air France;244 Briar Ln;22;41;01/09/2000 10:20;57216;11036.1128
3196;Highland Heights Gift Shop;3901 Chester Ave. Apt. 3C;6;50;25/10/2004 02:22;87606;91475.6926
3197;Michael Montgomery Hair Saloon;4763 Blackhawk Rd.;14;1;14/08/1974 16:48;5438.;97155.8484
3198;Nina's Snow Plowing;1875 Roger Williams Ave.;11;10;12/03/1985 18:27;82805;17787.4704
3199;Flinn Mosquito and Pest Contro;1575 Oak Ave.  Apt. 2C;31;44;16/04/2003 14:33;86238;59110.0707
3200;Gordon & Son Brockerage Ltd.;210 Cresant Rd.;27;47;11/09/2005 20:35;60635;3204.0232
3201;Woodworks Co.;210 Cresant Rd.;25;16;02/07/2000 13:53;89858;76836.3464
3202;Lidhal design Corp.;872 Virginia Rd.;43;7;29/06/1998 07:00;40000;94480.7942
3203;Johnson, Erico & Co CPA's;456 Groverland Ave.;1;36;11/11/2001 17:33;45340;99916.5323
3204;Lake Shore Publishing;785 Highland place;35;22;17/02/1992 11:48;43400;61040.8208
